Issue ID,Issue Type,Summary,Description,Priority,Story Points,Original Estimate,Epic Name,Epic Link,Parent ID,Labels,Depends On
TASK-0281,Sub-task,[TASK-0281] Time-series query engine,"Тип: Backend

Описание: API временных рядов и drill-down выборка.

Критерии готовности (DoD):
- Поддержана downsampling стратегия для длинных периодов.",Highest,,8h,,,STORY-057,"crm-prd,backlog,story-057,backend",
TASK-0282,Sub-task,[TASK-0282] Timeseries chart UI,"Тип: Frontend

Описание: Интерактивные графики с zoom и drill-down.

Критерии готовности (DoD):
- Работает выбор интервала мышью и на мобильном.",Highest,,8h,,,STORY-057,"crm-prd,backlog,story-057,frontend",
TASK-0283,Sub-task,[TASK-0283] Design chart interaction model,"Тип: Design

Описание: Паттерны zoom, tooltip, drill-down.

Критерии готовности (DoD):
- Tooltip содержит сравнение с предыдущим периодом.",Highest,,4h,,,STORY-057,"crm-prd,backlog,story-057,design",
TASK-0284,Sub-task,[TASK-0284] QA chart correctness,"Тип: QA

Описание: Проверка корректности бинов и drill-down данных.

Критерии готовности (DoD):
- Нет расхождения между графиком и таблицей drill-down.",Highest,,8h,,,STORY-057,"crm-prd,backlog,story-057,qa",
TASK-0285,Sub-task,[TASK-0285] TSDB optimization,"Тип: DevOps

Описание: Оптимизация time-series хранилища.

Критерии готовности (DoD):
- p95 90-дневного запроса <2s.",Highest,,8h,,,STORY-057,"crm-prd,backlog,story-057,devops",
TASK-0286,Sub-task,[TASK-0286] Affiliate P&L API,"Тип: Backend

Описание: Агрегировать финметрики на affiliate уровне.

Критерии готовности (DoD):
- Поддержаны multi-currency вычисления.",Highest,,8h,,,STORY-058,"crm-prd,backlog,story-058,backend",
TASK-0287,Sub-task,[TASK-0287] UI affiliate P&L table,"Тип: Frontend

Описание: Таблица/графики P&L по аффилейтам.

Критерии готовности (DoD):
- Есть сортировка по margin и gross profit.",Highest,,4h,,,STORY-058,"crm-prd,backlog,story-058,frontend",
TASK-0288,Sub-task,[TASK-0288] Design finance dashboard components,"Тип: Design

Описание: Компоненты финансовых графиков и таблиц.

Критерии готовности (DoD):
- Негативная маржа явно маркируется.",Highest,,2h,,,STORY-058,"crm-prd,backlog,story-058,design",
TASK-0289,Sub-task,[TASK-0289] QA financial reconciliation,"Тип: QA

Описание: Сверка расчетов P&L с источниками.

Критерии готовности (DoD):
- Расхождение <0.1% подтверждено.",Highest,,8h,,,STORY-058,"crm-prd,backlog,story-058,qa",
TASK-0290,Sub-task,[TASK-0290] Finance data mart pipeline,"Тип: DevOps

Описание: ETL-пайплайн для финвитрины.

Критерии готовности (DoD):
- Витрина обновляется не реже 5 минут.",Highest,,8h,,,STORY-058,"crm-prd,backlog,story-058,devops",
TASK-0291,Sub-task,[TASK-0291] ROI comparison API,"Тип: Backend

Описание: Расчет ROI и сравнительных дельт.

Критерии готовности (DoD):
- Формула ROI едина во всех отчетах.",Highest,,8h,,,STORY-059,"crm-prd,backlog,story-059,backend",
TASK-0292,Sub-task,[TASK-0292] UI ROI comparison view,"Тип: Frontend

Описание: Таблица/график сравнения hub/broker ROI.

Критерии готовности (DoD):
- Доступен toggle absolute/% change.",Highest,,4h,,,STORY-059,"crm-prd,backlog,story-059,frontend",
TASK-0293,Sub-task,[TASK-0293] Design compare charts,"Тип: Design

Описание: Компоненты period-over-period сравнения.

Критерии готовности (DoD):
- Легко читаются positive/negative shifts.",Highest,,2h,,,STORY-059,"crm-prd,backlog,story-059,design",
TASK-0294,Sub-task,[TASK-0294] QA ROI formula tests,"Тип: QA

Описание: Тестирование корректности ROI формулы и периода сравнения.

Критерии готовности (DoD):
- Edge-case spend=0 корректно обработан.",Highest,,4h,,,STORY-059,"crm-prd,backlog,story-059,qa",
TASK-0295,Sub-task,[TASK-0295] Materialized view tuning,"Тип: DevOps

Описание: Материализованные представления для ROI отчетов.

Критерии готовности (DoD):
- Время ответа <1.5s p95.",Highest,,4h,,,STORY-059,"crm-prd,backlog,story-059,devops",
TASK-0296,Sub-task,[TASK-0296] Cohort calculation backend,"Тип: Backend

Описание: Расчет когорт и метрик по окнам D1/D7/D30.

Критерии готовности (DoD):
- Расчет инкрементальный и воспроизводимый.",Highest,,8h,,,STORY-060,"crm-prd,backlog,story-060,backend",
TASK-0297,Sub-task,[TASK-0297] UI cohort heatmap,"Тип: Frontend

Описание: Heatmap и таблица когорт.

Критерии готовности (DoD):
- Поддержан drill-down по ячейке heatmap.",Highest,,8h,,,STORY-060,"crm-prd,backlog,story-060,frontend",
TASK-0298,Sub-task,[TASK-0298] Design cohort visuals,"Тип: Design

Описание: Цветовые шкалы и легенды heatmap.

Критерии готовности (DoD):
- Шкала доступна для color-blind режимов.",Highest,,4h,,,STORY-060,"crm-prd,backlog,story-060,design",
TASK-0299,Sub-task,[TASK-0299] QA cohort math tests,"Тип: QA

Описание: Проверка когортных окон и метрик retention.

Критерии готовности (DoD):
- Расчеты D1/D7/D30 валидированы на эталонном датасете.",Highest,,8h,,,STORY-060,"crm-prd,backlog,story-060,qa",
TASK-0300,Sub-task,[TASK-0300] Batch compute scheduler,"Тип: DevOps

Описание: Ночные/часовые расчеты когорт с приоритетами.

Критерии готовности (DoD):
- SLA расчета дневной когорты <15 мин.",Highest,,4h,,,STORY-060,"crm-prd,backlog,story-060,devops",
TASK-0301,Sub-task,[TASK-0301] Shave detection query backend,"Тип: Backend

Описание: Вычислять rollback-паттерны статусов.

Критерии готовности (DoD):
- Поддержаны настраиваемые окна анализа.",Highest,,8h,,,STORY-061,"crm-prd,backlog,story-061,backend",
TASK-0302,Sub-task,[TASK-0302] UI shave analytics dashboard,"Тип: Frontend

Описание: Дашборд подозрительных откатов и топ брокеров.

Критерии готовности (DoD):
- Есть drill-down до конкретных lead transitions.",Highest,,4h,,,STORY-061,"crm-prd,backlog,story-061,frontend",
TASK-0303,Sub-task,[TASK-0303] Design anomaly ranking table,"Тип: Design

Описание: Таблица ранжирования broker anomaly.

Критерии готовности (DoD):
- Критичные значения выделяются.",Highest,,2h,,,STORY-061,"crm-prd,backlog,story-061,design",
TASK-0304,Sub-task,[TASK-0304] QA rollback anomaly tests,"Тип: QA

Описание: Проверить детекцию rollback цепочек.

Критерии готовности (DoD):
- False-positive уровень не выше 5%.",Highest,,4h,,,STORY-061,"crm-prd,backlog,story-061,qa",
TASK-0305,Sub-task,[TASK-0305] Alert pipeline for shave,"Тип: DevOps

Описание: Поток алертов shaving в уведомления.

Критерии готовности (DoD):
- Алерт доставляется <1 мин после детекта.",Highest,,4h,,,STORY-061,"crm-prd,backlog,story-061,devops",
TASK-0306,Sub-task,[TASK-0306] Forecast service backend,"Тип: Backend

Описание: Сервис прогноза времени исчерпания капа.

Критерии готовности (DoD):
- Возвращает confidence interval прогноза.",Highest,,8h,,,STORY-062,"crm-prd,backlog,story-062,backend",
TASK-0307,Sub-task,[TASK-0307] UI predictive warnings,"Тип: Frontend

Описание: Блок предупреждений cap exhaustion в дашборде.

Критерии готовности (DoD):
- Есть quick action: перейти к настройке капа/веса.",Highest,,4h,,,STORY-062,"crm-prd,backlog,story-062,frontend",
TASK-0308,Sub-task,[TASK-0308] Design warning banners,"Тип: Design

Описание: Компоненты предупреждений и confidence индикаторов.

Критерии готовности (DoD):
- Разделены urgent и informational warnings.",Highest,,2h,,,STORY-062,"crm-prd,backlog,story-062,design",
